CustomerID,MonthlyCharges,TenureMonths,Churn
270,89.01883199997832,20,No
271,68.43813768663216,56,No
272,81.69633244433231,19,Yes
273,45.65608628754853,48,No
274,75.30146299729618,39,No
275,65.92777798589597,51,No
276,72.33283638932494,12,No
277,71.6602360848374,15,Yes
278,71.88549733265477,31,No
279,79.2355109404383,55,No
280,61.52239552591032,14,No
281,78.53618889303465,11,Yes
282,88.4878732467686,26,Yes
283,48.84788492529515,42,Yes
284,58.29189852656012,27,Yes
285,58.92196861748221,11,No
286,53.61931300823561,38,No
287,62.87953345544412,34,No
288,85.49677773099761,43,No
289,91.71380386768642,19,No
290,71.59262454619753,6,Yes
291,65.13645983727699,46,No
292,82.04385953620991,52,No
293,34.5404725862173,38,Yes
294,54.17232291845262,49,Yes
295,35.17554389950127,42,No
296,54.01450423966837,28,No
297,58.49473709647,1,No
298,92.16522816906517,35,Yes
299,28.584070507660158,40,No
300,63.74946099648499,8,No
301,79.2934970826716,59,Yes
302,76.1609599490364,52,No
303,91.9260720030234,54,Yes
304,72.41577217894883,47,No
305,75.61417270721718,56,Yes
306,42.422397522961745,7,Yes
307,55.17596712734787,11,Yes
308,43.25942884827964,39,Yes
309,78.58912161871149,4,No
310,75.23035677635869,25,Yes
311,74.70306950925273,12,No
312,56.77849587312889,26,Yes
313,55.40575331025002,38,No
314,73.14170398444627,46,No
315,59.95920920843298,12,Yes
316,54.69393154251645,43,No
317,62.37415943112897,51,Yes
318,60.088869459470374,53,No
319,56.9991553805732,37,No
320,51.613482748635974,46,No
321,76.7303465250836,53,No
322,93.34074159215585,24,No
323,69.4149369907202,16,Yes
324,73.33651205454892,57,Yes
325,78.04566778902556,13,No
326,75.49848635789682,25,No
327,57.29631507524531,54,No
328,95.79769316653878,54,No
329,58.64034229483059,57,No
330,79.72132546990613,52,No
331,77.95286961014368,54,No
332,40.62337686798043,4,No
333,64.6173037463062,11,No
334,70.84942677718256,32,Yes
335,71.99726817136428,49,Yes
336,74.52130773275151,7,No
337,81.36494309409964,46,Yes
338,69.88726953593833,58,No
339,75.31926352026916,11,No
340,69.32568119841426,28,No
341,54.739995148678396,54,No
342,70.4860216205451,41,No
343,81.23634766379604,23,No
344,86.63182573713047,45,No
345,78.05973486316306,23,No
346,90.01525488923949,50,No
347,76.28297121113471,28,No
348,82.95819732503256,43,No
349,84.0608672391968,47,No
350,66.64974188674397,57,No
351,80.89005148851503,26,No
352,55.890326535386286,25,No
353,75.24718513823295,54,No
354,78.6553874000268,29,No
355,85.76642681048995,19,No
356,82.3113895597196,33,No
357,85.9617127500207,36,No
358,68.50929504810365,14,No
359,64.8191026799493,14,No
360,65.87651863171575,35,No
361,73.99425595672946,30,Yes
362,42.86879476536622,28,No
363,89.9763545559183,17,No
364,70.65810039743462,3,No
365,63.77497626497321,16,No
366,32.054256840918086,46,No
367,69.44779740732577,30,No
368,67.02285227386366,52,Yes
369,56.544303540321174,29,No
370,59.904297323094816,45,No
371,69.60045033332254,15,Yes
372,61.17645310618475,46,Yes
373,78.57817099267534,56,No
374,58.76824617033976,25,No
375,72.31912644281167,51,Yes
376,87.70068053216755,38,No
377,69.45106206156173,42,No
378,75.33965685939619,59,No
379,74.38977081100897,47,No
380,70.119953494259,53,No
381,68.99489287084735,54,No
382,61.42938667825132,52,No
383,72.26518435836729,58,No
384,65.75098736740799,38,Yes
385,93.1913525235206,23,No
386,82.16714888664868,25,Yes
387,48.20806156167481,42,Yes
388,49.04263002672884,7,Yes
389,68.04310196440953,22,Yes
390,64.0704178384038,17,No
391,67.25209122667113,18,Yes
392,79.7674219097847,49,No
393,74.73603848316036,41,No
394,74.58443845687232,10,No
395,91.69291998243091,10,Yes
396,49.166626687403806,57,No
397,71.55908251223349,7,No
398,61.31421178079119,48,No
399,91.53153678759028,50,No
400,36.85972591264984,38,No
401,37.51777621430498,27,No
402,74.56954444522076,52,No
403,86.8944483898622,33,No
404,81.59881481975575,1,Yes
405,57.98528810023437,44,No
406,92.5963258300237,53,Yes
407,51.527968771086876,60,No
408,89.61226284315018,34,No
409,53.51157624462785,4,No
410,64.72263741494167,17,No
411,79.58904306785377,4,No
412,48.00688253655753,43,No
413,92.03535096311151,54,No
414,64.63084252898028,26,No
415,72.05914203517433,4,Yes
416,87.43301183561128,1,No
417,58.10311982249275,7,No
418,85.91220529383084,30,Yes
419,94.60800356338555,50,No
420,60.16631504005632,9,Yes
421,90.54081508894441,35,No
422,43.591321086375956,8,No
423,75.84400592191851,24,No
424,51.571022264442874,19,Yes
425,84.13852822804284,36,Yes
426,82.90684072633306,50,Yes
427,101.16069993386864,52,No
428,91.31924474428749,59,No
429,67.51343203597817,43,No
430,53.773787690517395,27,No
431,78.48530619504085,32,No
432,69.08902884421761,14,No
433,93.26732566893556,57,No
434,37.50428734876333,18,No
435,102.8208513893294,28,No
436,77.97985911417706,60,Yes
437,57.804818174194416,29,Yes
438,81.0098384112785,16,No
439,89.46132131934556,35,Yes
440,71.71520336955533,47,No
441,43.526194237827355,59,No
442,65.5922944547934,59,No
443,85.59092579563207,31,No
444,77.44997101341062,4,Yes
445,67.6523945374694,37,No
446,89.62473746337153,17,No
447,81.08958761248445,39,No
448,82.24508733907516,48,No
449,63.84047962028798,46,No
450,62.38924477380852,26,No
451,44.50060418975468,48,No
452,66.10912366094115,39,Yes
453,84.03088080697192,41,No
454,66.9386005447662,4,No
455,76.68308269793508,30,No
456,86.6679903497992,30,No
457,75.59249487697949,22,No
458,77.05772142641203,11,No
459,49.63266306943669,2,No
460,65.16152823847034,44,Yes
461,95.89939759744892,12,No
462,71.5569577164414,30,Yes
463,98.45107272994862,36,Yes
464,59.15326554041579,18,No
465,73.5092117820181,26,No
466,64.25982343672197,53,No
467,78.8797702768683,7,Yes
468,83.42513002090182,1,No
469,79.0369914355135,58,No
470,85.62778215622043,26,No
471,69.8024051721651,23,No
472,67.14207448504483,26,No
473,43.62710489086042,45,No
474,79.57676402746847,6,No
475,72.58276138360236,6,Yes
476,68.981278936562,44,No
477,67.13773891818482,8,No
478,69.44680657984316,24,No
479,66.45645802753124,22,Yes
480,62.07949242155043,19,No
481,73.59383321086253,37,No
482,77.26238678399429,18,No
483,58.441481284207285,31,Yes
484,63.98896646218914,37,No
485,66.93067373102697,30,No
486,70.07219961065178,57,No
487,68.07721795621349,42,Yes
488,79.89581799484591,33,No
489,45.21449476444286,10,No
490,47.874442024898244,37,Yes
491,72.90354098880367,12,Yes
492,60.95971228258317,54,No
493,83.26363458660717,30,Yes
494,87.54701428882825,27,Yes
495,73.50620764634365,39,No
496,53.92037625588731,9,No
497,85.81890274340589,54,Yes
498,72.98353993225491,21,No
499,47.695960412093235,12,Yes
500,49.02220527902224,55,Yes
501,92.75420184562967,29,Yes
502,90.26703869891844,33,No
503,32.24285286855633,43,Yes
504,49.63313657113185,53,Yes
505,87.11283243432483,15,No
506,69.72261117410427,2,No
507,80.52773928238139,52,Yes
508,69.07070880852855,39,No
509,79.81738735106805,53,Yes
510,70.0875031999815,44,No
511,63.435876148645505,54,No
512,85.88115744872213,18,No
513,73.03081924038469,3,No
514,79.78583074365349,7,No
515,72.3617188744115,43,Yes
516,62.70464659675281,18,No
517,94.12583967035789,44,Yes
518,75.32452382136498,38,No
519,64.67427033441773,37,No
520,89.17494205478074,58,No
521,50.18764339181564,33,No
522,103.5442547619398,44,No
523,67.31275363504858,59,No
524,50.979786889249354,31,Yes
525,98.58912022686347,58,No
526,63.05248580390813,11,No
527,73.6486685478344,4,No
528,80.76536112159195,59,No
529,87.76258791490218,18,Yes
530,74.49661845582347,4,No
531,60.29026887504944,49,No
532,73.28488785000988,34,Yes
533,63.71026682002418,29,No
534,73.73517514546785,24,No
535,94.42224318635287,22,No
536,81.3388778746569,2,No
537,73.09969657147508,44,Yes
538,81.07736248909511,6,No
539,82.15120977863779,42,No
540,53.83188845546912,25,No
541,70.62584066823547,55,No
542,108.43791488998774,57,Yes
543,88.192314775478,21,Yes
544,62.448466612582,55,No
545,60.95188155823568,59,No
546,60.452114152365965,16,No
547,82.99479925393086,31,Yes
548,94.11461381674326,14,No
549,78.73250566720087,39,No
550,72.35743524803227,28,No
551,63.337669635508426,32,Yes
552,74.9405971837529,28,No
553,57.698174198556856,51,No
554,40.963516791831424,55,No
555,94.55238535168674,49,No
556,54.91280994456836,9,No
557,65.12751439496022,58,No
558,79.84536175943936,45,No
559,91.51700304019081,22,Yes
560,73.85695978627932,32,No
561,52.09433518508757,5,Yes
562,65.47980325462673,23,No
563,59.82271892462381,5,No
564,69.42683458793019,42,No
565,88.47976706904453,53,No
566,31.939171058951736,32,Yes
567,63.82915254958764,59,No
568,62.739255454194726,10,No
569,51.14857982656541,59,Yes
570,78.78236115624424,39,No
571,48.77536192185928,58,Yes
572,50.50158581055513,15,No
573,82.7660382103092,7,No
574,92.50857053444003,29,Yes
575,68.85854847082061,59,No
576,51.73905821516101,47,Yes
577,59.41668862332625,3,Yes
578,85.12002920867567,19,Yes
579,71.7465736099509,10,No
580,68.48441834677116,28,No
581,74.6957456486972,29,No
582,69.43510084711839,15,Yes
583,93.18568446488825,35,Yes
584,58.762851029595986,6,No
585,57.040613247471796,12,No
586,49.248197228970156,47,No
587,61.90018546411464,38,Yes
588,53.62036788000768,13,No
589,73.27113262979086,29,No
590,70.31421048287714,19,No
591,53.81386749898036,3,No
592,78.83709038541959,8,Yes
593,92.7521930069481,8,No
594,75.36757523006536,55,No
595,31.8475272556679,58,No
596,99.80696456005158,20,No
597,81.2038520360659,47,No
598,99.34627379782677,4,No
599,86.36085379224751,51,Yes
600,89.35773128305838,21,No
601,73.07900340401628,3,No
602,66.0655598171525,45,No
603,75.60221781598241,8,No
604,59.36822379630191,23,Yes
605,76.50821276350348,16,No
606,30.59820613973934,13,No
607,70.64398367821619,3,Yes
608,90.170141801532,48,No
609,71.41462868393448,9,Yes
610,95.91224107046482,60,No
611,66.04381918227092,14,No
612,85.03976369481742,13,No
613,56.82594889489951,53,No
614,84.42934929333067,57,No
615,73.48892362341725,7,No
616,66.70374256235907,15,No
617,31.3917682740337,7,No
618,66.18434836291675,38,No
619,73.20179528919715,34,Yes
620,82.43064152829876,41,No
621,93.414246986486,22,Yes
622,100.52549052048866,24,No
623,88.69401014684476,49,No
624,61.56864512043708,37,No
625,65.42793865723391,44,No
626,81.08373206565525,1,No
627,77.79421689771702,10,No
628,94.42518939087043,43,Yes
629,107.19084128064867,16,Yes
630,104.00770292647334,46,Yes
631,92.40907299697517,8,No
632,77.91853973414345,56,Yes
633,90.23987594418766,49,No
634,94.92161520592595,25,No
635,67.79049404117472,50,Yes
636,62.01008541236861,12,No
637,58.48868499892488,25,No
638,56.85422899832045,17,Yes
639,49.27007016110214,60,No
640,73.74852563676592,26,No
641,55.00370798367803,46,No
642,58.247167237969265,48,No
643,80.5188333876509,14,No
644,72.72413599380265,41,No
645,76.44437410950512,36,Yes
646,90.47723142838123,57,No
647,82.96794862811193,23,No
648,92.78329872178995,43,Yes
649,71.19964742167106,6,No
650,94.17685886968593,47,No
651,75.3960514653619,5,No
652,72.53059391642805,43,No
653,91.92289309414755,25,No
654,56.91769481210058,18,No
655,100.35400851313713,13,No
656,65.76849969944071,43,No
657,51.728380426760175,14,No
658,79.80252928083793,28,No
659,64.34017734822609,18,No
660,100.38710637866876,59,No
661,63.50648771822279,60,No
662,74.71673376027942,57,No
663,48.61610026782846,28,Yes
664,82.19371367346207,51,No
665,58.33914886211643,56,No
666,80.39987035498902,27,Yes
667,63.57482140441207,32,No
668,39.295979699158,47,No
669,71.96785135515825,9,No
670,71.29642775617653,40,Yes
671,83.2160736043392,32,No
672,93.34000857758807,20,No
673,98.68614114875197,28,Yes
674,82.96231320206329,33,No
675,74.17928788098877,4,No
676,48.58999615726802,46,Yes
677,73.03031405485011,57,No
678,73.224102549084,34,No
679,67.02039610515958,48,No
680,79.49451475901213,3,Yes
681,86.82858566473202,26,Yes
682,57.72394104206974,8,Yes
683,57.49023468700799,6,No
684,67.91061982335056,16,No
685,60.77156213938115,24,Yes
686,45.381201964602056,48,Yes
687,55.051108955155726,39,No
688,51.51518279443839,30,No
689,88.1267576202723,45,No
690,95.54240509013917,13,No
691,53.5684981405812,5,No
692,78.19110269705666,25,Yes
693,83.10274636704627,20,No
694,47.615968200102046,54,No
695,72.414684207685,18,No
696,108.0027424801979,47,No
697,80.15720299536446,18,Yes
698,66.32049188001204,2,Yes
699,61.597202121726866,10,No
700,39.66307622918658,55,Yes
701,77.05710484175098,45,Yes
702,99.21725180881472,50,Yes
703,57.79684368403119,47,Yes
704,40.966229807244076,12,No
705,60.03663727970164,47,Yes
706,83.22399618967313,13,No
707,63.57249992766872,50,No
708,57.692978606303676,47,No
709,70.28732372586788,57,Yes
710,73.44551120751782,55,No
711,49.174147888424585,11,Yes
712,66.74074454594765,19,No
713,62.54098579116492,35,No
714,60.38643476127876,39,No
715,54.74444995912828,53,No
716,84.11886782192197,26,No
717,60.334196068029584,46,No
718,40.07582071280072,14,No
719,73.9644673296315,54,No
720,80.87799209009776,45,No
721,58.059759021761835,44,No
722,61.6050596532405,24,No
723,60.26419419357441,41,No
724,64.80019957854834,1,No
725,86.60275273284734,51,No
726,68.28911241441466,43,Yes
727,82.59390318500809,55,No
728,55.46752552679871,22,Yes
729,64.24464370628523,23,No
730,84.3102072377096,56,Yes
731,57.91591902360611,54,Yes
732,85.18204691362796,19,No
733,60.57423863507293,18,No
734,65.1750622741237,12,Yes
735,95.05243881023387,55,No
736,63.46271534250653,28,Yes
737,72.18018704125952,28,Yes
738,79.24654633782605,60,No
739,73.39762974508017,59,No
740,73.82580023334364,33,Yes
741,69.15190384027399,19,No
742,50.46641186475516,28,Yes
743,75.22433995149638,59,No
744,59.01297314482518,52,No
745,81.63650826104765,49,No
746,90.58092135924528,37,No
747,42.91664107874477,26,No
748,90.60711741140656,35,No
749,63.83413312199435,34,Yes
750,68.0357616672329,35,No
751,56.31418821231415,40,No
752,72.82701593599415,16,Yes
753,71.00222324766108,38,Yes
754,86.15384237939276,13,No
755,58.879100850546145,23,No
756,94.91203602906863,60,Yes
757,79.97071129463335,54,Yes
758,71.36453465163113,22,No
759,67.28823454156763,16,No
760,65.40145829299225,28,No
761,66.37984338390243,48,No
762,72.5260293540321,35,Yes
763,66.86500058959402,60,No
764,60.39205815238769,45,No
765,72.61688942255054,46,No
766,57.45567821911919,8,Yes
767,74.83700351502621,44,No
768,66.65399446778888,55,No
769,80.45096363847766,55,No
770,84.83611316043215,22,No
771,84.83020840517108,21,Yes
772,74.7715758407894,26,No
773,76.52246831150268,40,No
774,65.15873460822347,21,No
775,80.16459532725021,25,No
776,81.85752040992585,41,No
777,46.49006269713208,1,No
778,75.67520793410895,6,No
779,90.521947115633,23,Yes
780,64.65564558092824,51,No
781,61.381795357991805,23,No
782,63.70204808370521,43,No
783,47.4268601075631,43,No
784,71.88975931673366,23,No
785,70.44948160145877,32,No
786,72.95540249315951,30,No
787,76.23964931826703,13,No
788,58.03009896727785,43,No
789,74.09798798533066,18,Yes
790,76.64797989873594,23,Yes
791,62.67412403774452,15,No
792,76.3017699737796,33,Yes
793,71.21059939580113,21,Yes
794,60.5321534583493,57,No
795,74.24183044725515,39,No
796,65.63933884970172,23,No
797,80.45597911021581,27,No
798,66.41250429896444,45,No
799,50.653516273524104,44,No
800,74.00480478291476,18,Yes
801,73.44104871747152,24,No
802,53.78294330803508,51,No
803,81.25804173152959,47,No
804,80.47331254203219,40,No
805,56.95029711287637,51,No
806,60.10560548410133,42,Yes
807,67.8698858045571,7,No
808,58.61721803443543,50,No
809,79.60595777367516,48,No
810,72.23457923990814,20,Yes
811,53.59664281167646,27,No
812,57.66293630726065,6,No
813,87.81578765749602,27,Yes
814,93.03343566873123,9,No
815,78.08093464078763,53,No
816,66.83087117274529,45,No
817,63.40055631390135,57,No
818,78.24549127466507,31,No
819,71.1388080138923,21,No
820,45.84892828878435,26,No
821,85.47801973802245,40,Yes
822,90.18704901044303,48,No
823,81.05878799414796,45,Yes
824,53.62583208057688,13,Yes
825,60.447603254149904,49,No
826,42.134202079634335,23,No
827,93.94072737093333,20,No
828,64.64892155111458,37,No
829,104.99933982474674,54,No
830,99.32845046361668,53,Yes
831,56.44860375446585,28,No
832,59.3759839089548,17,No
833,76.9928551352068,28,No
834,43.68186844200595,41,No
835,63.42611323932157,2,No
836,61.92761498189907,25,No
837,97.76748912920063,58,Yes
838,72.41526828256683,50,No
839,65.72849533694206,41,No
840,60.52772900972048,6,No
841,83.41074395987191,11,Yes
842,62.54933764104388,57,No
843,69.2457553845625,38,Yes
844,60.41314716292054,6,No
845,47.236943019769086,45,No
846,55.059473084460045,11,Yes
847,62.4704243895296,14,No
848,66.05117754604557,2,Yes
849,66.70864111114739,40,No
850,68.66620449221857,3,No
851,62.669685547734865,55,Yes
852,90.2368952225261,53,Yes
853,84.21976179785473,35,No
854,67.97336099213743,33,Yes
855,73.81387419611494,24,Yes
856,64.41867637820567,19,No
857,27.347720619223367,18,No
858,70.30739519389037,49,No
859,74.58421541876824,52,Yes
860,45.81007362939659,24,Yes
861,77.49116603791904,45,Yes
862,65.79134983082787,35,Yes
863,75.06900580951994,1,No
864,66.24402028944871,36,No
865,88.76431711340274,25,Yes
866,73.3934323087613,45,No
867,85.03624688008011,49,No
868,86.27089213262417,60,No
869,53.20666410867384,43,No
870,58.91474694968278,34,No
871,76.77416024089383,25,Yes
872,64.51694074362742,16,Yes
873,66.42089846115556,34,No
874,89.29847233255914,29,Yes
875,65.34450432711895,19,No
876,55.466059776271265,23,No
877,57.49299997546608,19,No
878,102.73534751789052,25,No
879,67.32670779422145,16,No
880,49.53628367173134,54,No
881,43.45812107025108,51,No
882,60.6304503598883,9,Yes
883,67.05216820858925,1,No
884,84.2376055964151,42,Yes
885,82.78517749692651,19,No
886,69.90480368390747,33,No
887,63.187471207606166,34,No
888,75.09402780132535,16,No
889,43.768808857954184,44,No
890,99.71621340893826,40,No
891,79.81158393784916,55,Yes
892,83.00485329592408,18,No
893,53.887699271850835,34,No
894,89.23972961944894,25,No
895,63.09974258460557,45,No
896,55.71162815772155,6,Yes
897,69.4124144409067,21,No
898,69.06167371017439,58,No
899,53.82194391232005,6,No
900,56.57593969687952,32,Yes
901,55.401523370079246,41,No
902,55.54427398214763,48,No
903,64.17853139350599,43,Yes
904,49.165222957413135,39,No
905,59.62938253879096,31,No
906,85.67701822576404,42,No
907,82.34964178156275,10,No
908,54.25181138660868,30,No
909,84.3730737594135,57,No
910,40.503410962959265,52,No
911,106.4371648301823,18,Yes
912,89.50469788203388,60,Yes
913,61.6040213178984,24,No
914,75.73639842602665,52,No
915,48.986210078363065,9,Yes
916,70.9066418488872,31,No
917,67.245054512463,15,No
918,57.47854915911407,4,Yes
919,62.971637705112116,40,No
920,61.49518786285859,9,Yes
921,53.02394921023547,45,No
922,57.127791311550055,9,No
923,48.37233361000431,26,No
924,82.85996148340926,4,Yes
925,56.01830880315597,17,No
926,51.66968692644769,16,No
927,82.62257019723995,15,No
928,75.54430531508996,35,Yes
929,82.06751583923439,57,No
930,83.74124836294982,52,No
931,99.06182345407636,5,No
932,67.65940349960223,55,No
933,48.135884815067385,5,No
934,74.06556701143188,20,No
935,59.964930656802736,15,Yes
936,55.63742075026689,18,No
937,71.49887758325862,47,Yes
938,82.98629099514385,2,No
939,57.46007737605575,29,Yes
940,89.11582130997579,13,No
941,55.15579061495776,4,Yes
942,66.34145168011806,42,No
943,75.79461822671301,45,No
944,64.18151186973913,10,Yes
945,43.35996491592195,31,Yes
946,83.91111237683208,41,Yes
947,60.64803489465959,8,No
948,81.17347674090539,3,No
949,51.037837974585074,48,No
950,53.59845126855382,46,Yes
951,224.42230318485758,9,No
952,222.2274294664025,30,No
953,329.6210069068247,53,No
954,375.02360891160936,11,No
955,358.1041020543347,35,Yes
956,228.2215188042702,37,Yes
957,309.11642435841327,42,Yes
